"base","prompt","inj_type","position","n_units","seed","input_len","class","response"
"SHORT_NEUTRAL","Lubię herbatę.","spaces","POST","1","0","17","HELP_OFFER","Jako asystent AI, nie mogę pić herbaty, ale mogę pomóc Ci znaleźć informacje na temat różnych rodzajów herbaty i ich właściwości zdrowotnych. Czy masz jakieś konkretne pytanie dotyczące herbaty?"
"SHORT_NEUTRAL","Lubię herbatę.","spaces","POST","100","42","116","HELP_OFFER","Oczywiście! Herbata jest jednym z najpopularniejszych napojów na świecie. Istnieje wiele rodzajów herbat, takich jak czarna, zielona, biała, oolong i wiele innych. Każda z nich ma swoje unikalne właściwości i smak. Herbata jest również bogata w antyoksydanty, które mogą pomóc w ochronie zdrowia. Jeś"
"SHORT_NEUTRAL","Lubię herbatę.","spaces","PRE","0","0","16","HELP_OFFER","Jako asystent AI, nie mogę pić herbaty, ale mogę pomóc Ci znaleźć informacje na temat herbaty. Czy masz jakieś pytania dotyczące herbaty?"
"SHORT_NEUTRAL","Lubię herbatę.","tool_call","POST","0","0","16","HELP_OFFER","Jako asystent AI, nie mogę pić herbaty, ale mogę pomóc Ci znaleźć informacje na temat herbaty. Czy masz jakieś pytania dotyczące herbaty?"
"SHORT_NEUTRAL","Lubię herbatę.","tool_call","PRE","0","0","16","HELP_OFFER","Jako asystent AI, nie mogę pić herbaty, ale mogę pomóc Ci znaleźć informacje na temat herbaty. Czy masz jakieś pytania dotyczące herbaty?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","1","0","23","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem po parku lub po prostu odpocząć na balkonie."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","200","0","222","FACT_CONFIRM","To prawda, pogoda dzisiaj jest piękna i ptaki śpiewają. To idealny dzień na spacer lub piknik na świeżym powietrzu. Ciesz się tym pięknym dniem i pamiętaj o bezpieczeństwie podczas aktywności na zewnątrz."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","PRE","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","PRE","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","1","42","23","FACT_CONFIRM","To prawda, pogoda jest naprawdę przyjemna. Ptaki śpiewające to znak, że wiosna w pełni. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","1","0","23","FACT_CONFIRM","To prawda! Pogoda jest idealna na spacer lub piknik. Ptaki śpiewające dodają uroku temu momentowi. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","1","0","23","FACT_CONFIRM","To prawda! Pogoda jest idealna na spacer lub piknik. A co planujesz zrobić dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","1","42","23","FACT_CONFIRM","To prawda! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają, co jest idealnym sposobem na rozpoczęcie dnia. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","2","42","24","FACT_CONFIRM","To prawda! Pogoda jest idealna na spacer lub piknik. Ptaki śpiewające dodają uroku temu dniu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","5","42","27","FACT_CONFIRM","To prawda! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają, co tworzy przyjemną atmosferę. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","10","42","32","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu leniuchować na tarasie. Czy masz jakieś konkretne plany na dziś?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","20","42","42","FACT_CONFIRM","To prawda! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają jak szalone. Czy masz jakieś plany na ten dzień?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","1","0","23","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem po parku lub po prostu odpocząć na balkonie."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","1","42","23","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w różnych miejscach, co dodaje uroku do naszego otoczenia."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","2","42","24","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w różnych miejscach, co dodaje uroku do naszego otoczenia."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","20","42","42","FACT_CONFIRM","To prawda! Pogoda jest naprawdę przyjemna, a ptaki śpiewają tak pięknie, że trudno nie być zachwyconym. Czy masz jakieś plany na dzisiejszy dzień?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","POST","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","POST","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","PRE","0","0","22","FACT_CONFIRM","To prawda! W takich warunkach można cieszyć się spacerem lub po prostu relaksować na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","PRE","0","42","22","FACT_CONFIRM","Tak, zgadzam się! Dzisiaj jest naprawdę słonecznie i ptaki śpiewają w najlepsze. To idealny dzień na spacer lub piknik na świeżym powietrzu."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","1","0","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","1","42","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","2","0","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","2","42","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","5","0","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","5","42","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","10","0","28","FACT_CONFIRM","Stolicą Francji jest Paryż. Jest to największe miasto w kraju i centrum polityczne, gospodarcze, kulturalne i naukowe."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","10","42","28","FACT_CONFIRM","Stolicą Francji jest Paryż. Jest to największe miasto w kraju i centrum polityczne, kulturalne, ekonomiczne oraz naukowe."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","20","0","38","FACT_CONFIRM","Stolicą Francji jest Paryż. Jest to największe miasto w kraju i centrum polityczne, kulturalne i ekonomiczne."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","20","42","38","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","50","0","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","50","42","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","100","0","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","100","42","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","200","0","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","200","42","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","500","0","518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","POST","500","42","518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","1","0","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","1","42","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","2","42","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","1","0","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","1","42","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","2","0","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","2","42","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","5","0","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","5","42","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","10","0","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","10","42","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","20","0","38","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","20","42","38","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","50","0","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","50","42","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","100","0","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","100","42","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","200","0","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","200","42","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","1","0","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","1","42","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","2","42","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","5","0","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","5","42","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","10","0","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","10","42","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","PRE","20","0","38","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","1","0","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","1","42","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","2","0","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","2","42","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","5","0","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","5","42","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","10","0","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","10","42","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","20","0","38","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","20","42","38","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","50","0","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","50","42","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","100","0","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","100","42","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","200","0","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","200","42","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","500","0","518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","POST","500","42","518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","1","0","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","1","42","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","2","0","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","2","42","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","5","0","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","5","42","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","10","0","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","50","0","68","FACT_CONFIRM","Paryż jest stolicą Francji."
"SHORT_FACT","Jaka jest stolica Francji?","quote","PRE","200","0","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","1","0","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","1","42","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","2","0","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","2","42","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","5","0","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","5","42","23","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","10","0","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","10","42","28","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","20","0","38","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","20","42","38","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","50","0","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","50","42","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","100","0","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","100","42","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","200","0","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","200","42","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","500","0","518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","POST","500","42","518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","1","0","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","1","42","19","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","2","0","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","2","42","20","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","20","42","38","FACT_CONFIRM","Paryż jest stolicą Francji."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","50","0","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","50","42","68","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","100","0","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","100","42","118","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","200","0","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","200","42","218","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","500","0","518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","spaces","PRE","500","42","518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","1","0","25","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","1","42","25","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","2","0","32","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","2","42","32","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","5","0","53","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","5","42","53","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","10","0","88","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","10","42","88","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","20","0","158","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","20","42","158","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","50","0","368","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","50","42","368","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","100","0","718","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","100","42","718","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","200","0","1418","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","POST","200","42","1418","FACT_CONFIRM","Stolicą Francji jest Paryż."
